frame,tracker_id,meas_x,meas_y,meas_w,meas_h,smooth_x,smooth_y,smooth_w,smooth_h,ok,reinit_attempted,reinit_success,reinit_failed
114,1,534.0,477.0,173.0,60.0,534.4938278198242,477.3191661834717,172.41908264160156,59.85477066040039,True,False,False,False
114,2,725.0,464.0,53.0,52.0,725.0501022338867,464.1934127807617,52.30934143066406,51.30934143066406,True,False,False,False
115,1,532.0,477.0,176.0,61.0,533.5129928588867,477.5427665710449,173.38648986816406,60.164161682128906,True,False,False,False
115,2,726.0,462.0,53.0,52.0,725.2462997436523,463.13121795654297,52.49592590332031,51.49592590332031,True,False,False,False
116,1,534.0,477.0,173.0,60.0,533.7048492431641,477.3071594238281,173.28207397460938,60.11981201171875,True,False,False,False
116,2,726.0,462.0,53.0,52.0,725.5069465637207,462.4737739562988,52.632102966308594,51.632102966308594,True,False,False,False
117,1,534.0,477.0,173.0,60.0,533.8335266113281,477.13916969299316,173.20587158203125,60.08744430541992,True,False,False,False
117,2,726.0,463.0,53.0,52.0,725.7350234985352,462.89945220947266,52.73149108886719,51.73149108886719,True,False,False,False
118,1,533.0,477.0,173.0,60.0,533.129035949707,477.03571701049805,173.15025329589844,60.063819885253906,True,False,False,False
118,2,727.0,463.0,53.0,52.0,726.6814804077148,463.11193084716797,52.80403137207031,51.80403137207031,True,False,False,False
119,1,532.0,477.0,176.0,61.0,532.7849884033203,477.2385139465332,173.92013549804688,60.316734313964844,True,False,False,False
119,2,727.0,463.0,53.0,52.0,727.1551322937012,463.18757247924805,52.856971740722656,51.856971740722656,True,False,False,False
120,1,531.0,476.0,180.0,62.0,532.8168792724609,476.77945137023926,175.56265258789062,60.771480560302734,True,False,False,False
120,2,725.0,462.0,53.0,52.0,725.7625827789307,462.40394020080566,52.89561080932617,51.89561080932617,True,False,False,False
121,1,530.0,476.0,180.0,62.0,531.8764266967773,476.4818515777588,176.7614288330078,61.10337448120117,True,False,False,False
121,2,725.0,462.0,54.0,53.0,725.2799072265625,462.2518615722656,53.1939697265625,52.1939697265625,True,False,False,False
122,1,530.0,476.0,180.0,62.0,531.2422485351562,476.2982978820801,177.6363525390625,61.345603942871094,True,False,False,False
122,2,725.0,460.0,54.0,53.0,725.0556125640869,460.60572242736816,53.41172409057617,52.41172409057617,True,False,False,False
123,1,530.0,476.0,180.0,62.0,530.8275756835938,476.1894874572754,178.27490234375,61.52239227294922,True,False,False,False
123,2,725.0,461.0,54.0,53.0,724.9764537811279,460.5972728729248,53.57065200805664,52.57065200805664,True,False,False,False
124,1,532.0,476.0,176.0,61.0,531.1017837524414,475.86982345581055,177.6603240966797,61.381263732910156,True,False,False,False
124,2,726.0,462.0,54.0,53.0,725.7510395050049,461.479585647583,53.686641693115234,52.686641693115234,True,False,False,False
125,1,534.0,477.0,176.0,61.0,532.893196105957,476.52779960632324,177.21177673339844,61.278263092041016,True,False,False,False
125,2,726.0,462.0,54.0,53.0,726.1432819366455,461.97302436828613,53.771297454833984,52.771297454833984,True,False,False,False
126,1,534.0,477.0,176.0,61.0,533.8208541870117,476.8896675109863,176.88441467285156,61.203086853027344,True,False,False,False
126,2,727.0,463.0,54.0,53.0,727.0732650756836,462.98067474365234,53.83308410644531,52.83308410644531,True,False,False,False
127,1,534.0,477.0,176.0,61.0,534.2085723876953,477.0557117462158,176.64547729492188,61.14822006225586,True,False,False,False
127,2,725.0,458.0,55.0,54.0,726.1478176116943,459.75646018981934,54.14833450317383,53.14833450317383,True,False,False,False
128,1,533.0,476.0,176.0,61.0,533.5162811279297,476.32402420043945,176.47109985351562,61.108177185058594,True,False,False,False
128,2,726.0,460.0,55.0,54.0,726.3441162109375,459.6414489746094,54.37841796875,53.37841796875,True,False,False,False
129,1,533.0,477.0,176.0,61.0,533.0967025756836,476.72733879089355,176.3438262939453,61.07895278930664,True,False,False,False
129,2,728.0,462.0,55.0,54.0,727.9516830444336,461.2620162963867,54.54634094238281,53.54634094238281,True,False,False,False
130,1,534.0,476.0,176.0,61.0,533.6676177978516,476.1663475036621,176.25094604492188,61.05762481689453,True,False,False,False
130,2,728.0,462.0,55.0,54.0,728.6605453491211,462.11803436279297,54.66889953613281,53.66889953613281,True,False,False,False
131,1,534.0,477.0,176.0,61.0,533.9652481079102,476.676420211792,176.1831512451172,61.042057037353516,True,False,False,False
131,2,726.0,462.0,55.0,54.0,727.2720108032227,462.47000885009766,54.75834655761719,53.75834655761719,True,False,False,False
132,1,533.0,476.0,176.0,61.0,533.3060913085938,476.17260932922363,176.1336669921875,61.030696868896484,True,False,False,False
132,2,725.0,461.0,55.0,54.0,725.6524543762207,461.7495002746582,54.823631286621094,53.823631286621094,True,False,False,False
133,1,532.0,477.0,176.0,61.0,532.1755294799805,476.70675468444824,176.09754943847656,61.022403717041016,True,False,False,False
133,2,725.0,461.0,55.0,54.0,724.8432922363281,461.2996520996094,54.87127685546875,53.87127685546875,True,False,False,False
134,1,532.0,477.0,176.0,61.0,531.6580047607422,476.99130630493164,176.07119750976562,61.01634979248047,True,False,False,False
134,2,726.0,461.0,55.0,54.0,725.3235244750977,461.05420684814453,54.90605163574219,53.90605163574219,True,False,False,False
135,1,534.0,477.0,173.0,60.0,532.3036880493164,476.85570526123047,175.2415008544922,60.74177551269531,True,False,False,False
135,2,725.0,461.0,55.0,54.0,724.8857860565186,460.9438304901123,54.93143081665039,53.93143081665039,True,False,False,False
136,1,533.0,477.0,176.0,61.0,532.80859375,477.0508975982666,175.4464111328125,60.8115348815918,True,False,False,False
136,2,725.0,462.0,55.0,54.0,724.7277812957764,461.695463180542,54.949954986572266,53.949954986572266,True,False,False,False
137,1,535.0,477.0,173.0,60.0,533.8831939697266,476.87475204467773,174.78549194335938,60.59229278564453,True,False,False,False
137,2,725.0,462.0,55.0,54.0,724.7192516326904,462.0773754119873,54.96347427368164,53.96347427368164,True,False,False,False
138,1,535.0,477.0,173.0,60.0,534.4842987060547,476.79908752441406,174.30313110351562,60.432281494140625,True,False,False,False
138,2,725.0,462.0,55.0,54.0,724.7749862670898,462.2242660522461,54.97334289550781,53.97334289550781,True,False,False,False
139,1,535.0,477.0,173.0,60.0,534.7842864990234,476.78869247436523,173.95108032226562,60.31549835205078,True,False,False,False
139,2,726.0,461.0,55.0,54.0,725.6295394897461,461.45787811279297,54.98054504394531,53.98054504394531,True,False,False,False
140,1,535.0,477.0,173.0,60.0,534.9117202758789,476.81330490112305,173.6941375732422,60.230262756347656,True,False,False,False
140,2,726.0,459.0,55.0,54.0,726.0669746398926,459.4743537902832,54.985801696777344,53.985801696777344,True,False,False,False
141,1,534.0,477.0,173.0,60.0,534.1683883666992,476.8514881134033,173.50660705566406,60.16805648803711,True,False,False,False
141,2,725.0,458.0,56.0,55.0,725.7115955352783,458.0139331817627,55.25979232788086,54.25979232788086,True,False,False,False
142,1,533.0,477.0,173.0,60.0,533.0134887695312,476.89042472839355,173.3697509765625,60.12265396118164,True,False,False,False
142,2,724.0,460.0,56.0,55.0,724.6657485961914,458.99585723876953,55.45976257324219,54.45976257324219,True,False,False,False
143,1,533.0,477.0,173.0,60.0,532.5066070556641,476.9237461090088,173.26986694335938,60.08951950073242,True,False,False,False
143,2,724.0,460.0,56.0,55.0,724.112548828125,459.6410217285156,55.605712890625,54.605712890625,True,False,False,False
144,1,534.0,477.0,173.0,60.0,533.1652526855469,476.9493885040283,173.19696044921875,60.06533432006836,True,False,False,False
144,2,724.0,460.0,56.0,55.0,723.8740482330322,460.00493812561035,55.71223068237305,54.71223068237305,True,False,False,False
145,1,534.0,477.0,173.0,60.0,533.6056137084961,476.96761322021484,173.1437530517578,60.04768371582031,True,False,False,False
145,2,726.0,459.0,56.0,55.0,725.379487991333,459.38708686828613,55.789974212646484,54.789974212646484,True,False,False,False
146,1,534.0,477.0,173.0,60.0,533.8658142089844,476.9797611236572,173.10491943359375,60.0348014831543,True,False,False,False
146,2,725.0,459.0,56.0,55.0,725.3681468963623,459.0565013885498,55.84671401977539,54.84671401977539,True,False,False,False
147,1,534.0,477.0,173.0,60.0,533.9983367919922,476.98745346069336,173.07656860351562,60.02539825439453,True,False,False,False
147,2,725.0,460.0,56.0,55.0,725.2947673797607,459.6959819793701,55.888126373291016,54.888126373291016,True,False,False,False
148,1,534.0,477.0,173.0,60.0,534.0511016845703,476.9921054840088,173.05587768554688,60.01853561401367,True,False,False,False
148,2,725.0,461.0,56.0,55.0,725.208366394043,460.8168258666992,55.91835021972656,54.91835021972656,True,False,False,False
149,1,533.0,477.0,173.0,60.0,533.2767868041992,476.9948539733887,173.04078674316406,60.013526916503906,True,False,False,False
149,2,724.0,460.0,56.0,55.0,724.3493156433105,460.5475273132324,55.940406799316406,54.940406799316406,True,False,False,False
150,1,533.0,477.0,173.0,60.0,532.8914260864258,476.9964370727539,173.02976989746094,60.00987243652344,True,False,False,False
150,2,724.0,460.0,56.0,55.0,723.9178657531738,460.3241767883301,55.956504821777344,54.956504821777344,True,False,False,False
151,1,534.0,477.0,173.0,60.0,533.5332641601562,476.99740409851074,173.021728515625,60.007205963134766,True,False,False,False
151,2,725.0,461.0,56.0,55.0,724.5382118225098,460.9488868713379,55.96825408935547,54.96825408935547,True,False,False,False
152,1,534.0,477.0,173.0,60.0,533.8989334106445,476.998010635376,173.01585388183594,60.0052604675293,True,False,False,False
152,2,724.0,461.0,56.0,55.0,724.112720489502,461.2243843078613,55.976829528808594,54.976829528808594,True,False,False,False
153,1,533.0,477.0,173.0,60.0,533.2897491455078,476.9984474182129,173.01156616210938,60.00383758544922,True,False,False,False
153,2,723.0,461.0,56.0,55.0,723.1275959014893,461.2955951690674,55.983089447021484,54.983089447021484,True,False,False,False
154,1,532.0,477.0,173.0,60.0,532.1892013549805,476.99875259399414,173.00843811035156,60.00279998779297,True,False,False,False
154,2,723.0,462.0,56.0,55.0,722.6865291595459,462.0492000579834,55.9876594543457,54.9876594543457,True,False,False,False
155,1,532.0,477.0,173.0,60.0,531.6856384277344,476.99900817871094,173.00616455078125,60.002044677734375,True,False,False,False
155,2,724.0,462.0,55.0,54.0,723.0922794342041,462.1009159088135,55.7208366394043,54.7208366394043,True,False,False,False
156,1,533.0,477.0,173.0,60.0,532.3210525512695,476.99922370910645,173.00450134277344,60.00149154663086,True,False,False,False
156,2,723.0,461.0,54.0,53.0,722.3767280578613,461.0288276672363,55.255943298339844,54.255943298339844,True,False,False,False
157,1,533.0,477.0,173.0,60.0,532.7283401489258,476.9994258880615,173.00328063964844,60.0010871887207,True,False,False,False
157,2,723.0,462.0,54.0,53.0,722.1455001831055,461.2967758178711,54.91664123535156,53.91664123535156,True,False,False,False
158,1,534.0,477.0,173.0,60.0,533.7393417358398,476.99957275390625,173.0023956298828,60.00079345703125,True,False,False,False
158,2,724.0,461.0,54.0,53.0,722.9651184082031,460.72882080078125,54.66900634765625,53.66900634765625,True,False,False,False
159,1,534.0,478.0,173.0,60.0,534.2192764282227,477.78321838378906,173.0017547607422,60.000579833984375,True,False,False,False
159,2,725.0,462.0,54.0,53.0,724.2763729095459,461.2978572845459,54.4882698059082,53.4882698059082,True,False,False,False
160,1,534.0,478.0,173.0,60.0,534.3766174316406,478.158296585083,173.00128173828125,60.000423431396484,True,False,False,False
160,2,725.0,461.0,54.0,53.0,724.9559135437012,460.87629318237305,54.356361389160156,53.356361389160156,True,False,False,False
161,1,534.0,478.0,173.0,60.0,534.3655624389648,478.2839946746826,173.0009307861328,60.000308990478516,True,False,False,False
161,2,725.0,461.0,54.0,53.0,725.2353115081787,460.7076015472412,54.26008987426758,53.26008987426758,True,False,False,False
162,1,534.0,478.0,173.0,60.0,534.2857894897461,478.27869606018066,173.0006866455078,60.00022506713867,True,False,False,False
162,2,724.0,461.0,54.0,53.0,724.5094585418701,460.6845989227295,54.189823150634766,53.189823150634766,True,False,False,False
163,1,534.0,478.0,173.0,60.0,534.1934127807617,478.2191867828369,173.00050354003906,60.00016403198242,True,False,False,False
163,2,723.0,460.0,54.0,53.0,723.3064002990723,459.94748306274414,54.13854217529297,53.13854217529297,True,False,False,False
164,1,534.0,478.0,173.0,60.0,534.1146850585938,478.14908027648926,173.0003662109375,60.000118255615234,True,False,False,False
164,2,722.0,460.0,54.0,53.0,721.9460868835449,459.6409721374512,54.101112365722656,53.101112365722656,True,False,False,False
165,1,533.0,478.0,173.0,60.0,533.2743377685547,478.0888843536377,173.00027465820312,60.00008773803711,True,False,False,False
165,2,723.0,461.0,54.0,53.0,722.1621990203857,460.3643169403076,54.073795318603516,53.073795318603516,True,False,False,False
166,1,535.0,478.0,173.0,60.0,534.4305038452148,478.0451946258545,173.0001983642578,60.000064849853516,True,False,False,False
166,2,724.0,461.0,54.0,53.0,723.2055530548096,460.7966480255127,54.05385971069336,53.05385971069336,True,False,False,False
167,1,534.0,478.0,173.0,60.0,534.2517013549805,478.01749420166016,173.00013732910156,60.00004577636719,True,False,False,False
167,2,723.0,460.0,54.0,53.0,723.0229473114014,460.23483085632324,54.039310455322266,53.039310455322266,True,False,False,False
168,1,532.0,478.0,176.0,61.0,533.3275680541992,478.2588863372803,173.81056213378906,60.27019119262695,True,False,False,False
168,2,718.0,468.0,54.0,53.0,719.0217876434326,466.215970993042,54.028690338134766,53.028690338134766,True,False,False,False
169,1,532.0,478.0,176.0,61.0,532.7650985717773,478.3409080505371,174.4020538330078,60.46735382080078,True,False,False,False
169,2,720.0,464.0,54.0,53.0,718.6896648406982,465.9702739715576,54.020938873291016,53.020938873291016,True,False,False,False
170,1,531.0,478.0,176.0,61.0,531.6601486206055,478.32984161376953,174.83375549316406,60.61125183105469,True,False,False,False
170,2,718.0,461.0,54.0,53.0,717.250659942627,463.11040115356445,54.015281677246094,53.015281677246094,True,False,False,False
171,1,531.0,478.0,176.0,61.0,531.111686706543,478.2751941680908,175.14881896972656,60.71627426147461,True,False,False,False
171,2,718.0,461.0,54.0,53.0,716.7967910766602,461.46976470947266,54.01115417480469,53.01115417480469,True,False,False,False
172,1,531.0,478.0,176.0,61.0,530.8963088989258,478.20858001708984,175.37876892089844,60.79292297363281,True,False,False,False
172,2,719.0,461.0,54.0,53.0,717.6354560852051,460.68059158325195,54.008140563964844,53.008140563964844,True,False,False,False
173,1,531.0,478.0,176.0,61.0,530.8551177978516,478.1471004486084,175.54660034179688,60.8488655090332,True,False,False,False
173,2,720.0,460.0,54.0,53.0,719.052755355835,459.62938499450684,54.00593948364258,53.00593948364258,True,False,False,False
174,1,531.0,478.0,176.0,61.0,530.8882369995117,478.0978469848633,175.66908264160156,60.88969421386719,True,False,False,False
174,2,721.0,462.0,54.0,53.0,720.6284484863281,460.8288269042969,54.00433349609375,53.00433349609375,True,False,False,False
175,1,531.0,478.0,176.0,61.0,530.9402770996094,478.06201171875,175.75848388671875,60.91949462890625,True,False,False,False
175,2,720.0,462.0,54.0,53.0,720.5858211517334,461.5751705169678,54.0031623840332,53.0031623840332,True,False,False,False
176,1,532.0,478.0,176.0,61.0,531.7691040039062,478.03783226013184,175.82373046875,60.94124221801758,True,False,False,False
176,2,721.0,461.0,54.0,53.0,721.2308406829834,461.193639755249,54.0023078918457,53.0023078918457,True,False,False,False
177,1,531.0,478.0,176.0,61.0,531.3906784057617,478.0225715637207,175.87135314941406,60.957115173339844,True,False,False,False
177,2,721.0,461.0,54.0,53.0,721.4554557800293,460.9928092956543,54.001686096191406,53.001686096191406,True,False,False,False
178,1,531.0,478.0,176.0,61.0,531.1566848754883,478.0134525299072,175.90611267089844,60.96870040893555,True,False,False,False
178,2,723.0,461.0,54.0,53.0,723.0236148834229,460.9094486236572,54.0012321472168,53.0012321472168,True,False,False,False
179,1,531.0,478.0,176.0,61.0,531.0300521850586,478.0082778930664,175.9314727783203,60.97715759277344,True,False,False,False
179,2,723.0,462.0,54.0,53.0,723.6802749633789,461.6763687133789,54.00090026855469,53.00090026855469,True,False,False,False
180,1,530.0,478.0,176.0,61.0,530.1900482177734,478.0054359436035,175.94998168945312,60.98332977294922,True,False,False,False
180,2,722.0,462.0,54.0,53.0,723.0340347290039,462.06632232666016,54.00065612792969,53.00065612792969,True,False,False,False
181,1,530.0,479.0,176.0,61.0,529.7989501953125,478.7873935699463,175.9635009765625,60.98783493041992,True,False,False,False
181,2,720.0,463.0,54.0,53.0,720.9819374084473,463.00070571899414,54.00048065185547,53.00048065185547,True,False,False,False
182,1,530.0,479.0,176.0,61.0,529.6768951416016,479.16151237487793,175.97335815429688,60.99112319946289,True,False,False,False
182,2,723.0,457.0,54.0,53.0,722.2650833129883,458.6935806274414,54.00035095214844,53.00035095214844,True,False,False,False
183,1,530.0,479.0,176.0,61.0,529.6930084228516,479.286563873291,175.98056030273438,60.99352264404297,True,False,False,False
183,2,723.0,456.0,54.0,53.0,722.9573307037354,455.7451419830322,54.0002555847168,53.0002555847168,True,False,False,False
184,1,531.0,479.0,176.0,61.0,530.5472564697266,479.28077507019043,175.98580932617188,60.99527359008789,True,False,False,False
184,2,723.0,459.0,54.0,53.0,723.2581462860107,456.904203414917,54.000186920166016,53.000186920166016,True,False,False,False
185,1,532.0,479.0,176.0,61.0,531.7848434448242,479.2208709716797,175.98963928222656,60.996551513671875,True,False,False,False
185,2,723.0,462.0,54.0,53.0,723.3320236206055,460.1742172241211,54.00013732910156,53.00013732910156,True,False,False,False
186,1,536.0,480.0,173.0,60.0,534.7155914306641,479.67723083496094,175.18197631835938,60.727325439453125,True,False,False,False
186,2,732.0,466.0,54.0,53.0,730.3466911315918,465.06281661987305,54.000099182128906,53.000099182128906,True,False,False,False
187,1,537.0,480.0,173.0,60.0,536.8996124267578,479.902795791626,174.59249877929688,60.53083419799805,True,False,False,False
187,2,731.0,470.0,54.0,53.0,732.862024307251,470.4517765045166,54.00007247924805,53.00007247924805,True,False,False,False
188,1,537.0,480.0,173.0,60.0,537.7688980102539,479.99366569519043,174.1622772216797,60.38742446899414,True,False,False,False
188,2,731.0,470.0,54.0,53.0,733.5406837463379,472.63241958618164,54.00005340576172,53.00005340576172,True,False,False,False
189,1,537.0,480.0,173.0,60.0,537.9245529174805,480.0156021118164,173.84828186035156,60.28276062011719,True,False,False,False
189,2,729.0,470.0,54.0,53.0,731.7381401062012,473.0116996765137,54.000038146972656,53.000038146972656,True,False,False,False
190,1,537.0,480.0,173.0,60.0,537.7615509033203,480.00872230529785,173.61911010742188,60.20637130737305,True,False,False,False
190,2,726.0,467.0,54.0,53.0,728.0647449493408,470.2025318145752,54.00002670288086,53.00002670288086,True,False,False,False
191,1,537.0,479.0,173.0,60.0,537.5080184936523,479.21106719970703,173.4518585205078,60.15061950683594,True,False,False,False
191,2,727.0,467.0,54.0,53.0,726.8744411468506,468.35964012145996,54.00001907348633,53.00001907348633,True,False,False,False
192,1,537.0,479.0,173.0,60.0,537.2761459350586,478.82433891296387,173.3297882080078,60.109928131103516,True,False,False,False
192,2,728.0,466.0,54.0,53.0,727.1815719604492,466.51940155029297,54.00001525878906,53.00001525878906,True,False,False,False
193,1,536.0,479.0,173.0,60.0,536.3229522705078,478.6922149658203,173.24069213867188,60.080230712890625,True,False,False,False
193,2,725.0,467.0,54.0,53.0,725.1287174224854,466.41985511779785,54.0000114440918,53.0000114440918,True,False,False,False
194,1,536.0,479.0,173.0,60.0,535.8434982299805,478.6960639953613,173.17567443847656,60.058555603027344,True,False,False,False
194,2,726.0,465.0,54.0,53.0,725.0197715759277,464.929988861084,54.00000762939453,53.00000762939453,True,False,False,False
195,1,536.0,479.0,173.0,60.0,535.6653213500977,478.7574100494385,173.1282196044922,60.0427360534668,True,False,False,False
195,2,726.0,463.0,53.0,52.0,724.9184608459473,462.4920997619629,53.72985076904297,52.72985076904297,True,False,False,False
196,1,535.0,479.0,173.0,60.0,534.8695907592773,478.8311767578125,173.0935821533203,60.03118896484375,True,False,False,False
196,2,723.0,462.0,53.0,52.0,722.7139472961426,460.7510566711426,53.532676696777344,52.532676696777344,True,False,False,False
197,1,536.0,480.0,169.0,59.0,534.3131713867188,479.4224033355713,171.9876708984375,59.75260543823242,True,False,False,False
197,2,722.0,461.0,54.0,53.0,721.291446685791,459.72192764282227,53.65892791748047,52.65892791748047,True,False,False,False
198,1,536.0,479.0,169.0,59.0,534.2883377075195,478.97251892089844,171.18052673339844,59.549285888671875,True,False,False,False
198,2,721.0,460.0,54.0,53.0,720.0689830780029,458.7823314666748,53.75107192993164,52.75107192993164,True,False,False,False
199,1,535.0,479.0,169.0,59.0,533.7462692260742,478.76329803466797,170.59144592285156,59.40089416503906,True,False,False,False
199,2,719.0,464.0,54.0,53.0,718.1887397766113,461.7815132141113,53.818321228027344,52.818321228027344,True,False,False,False
200,1,534.0,479.0,169.0,59.0,532.918815612793,478.7053279876709,170.16151428222656,59.2925910949707,True,False,False,False
200,2,719.0,464.0,54.0,53.0,717.5705108642578,463.51075744628906,53.867401123046875,52.867401123046875,True,False,False,False
201,1,533.0,479.0,169.0,59.0,531.9552307128906,478.7280044555664,169.84771728515625,59.21354675292969,True,False,False,False
201,2,720.0,464.0,53.0,52.0,718.1361637115479,464.09014320373535,53.6330680847168,52.6330680847168,True,False,False,False
202,1,534.0,479.0,169.0,59.0,532.5080947875977,478.7836742401123,169.6186981201172,59.15585708618164,True,False,False,False
202,2,718.0,465.0,53.0,52.0,717.1616802215576,465.07064628601074,53.462039947509766,52.462039947509766,True,False,False,False
203,1,534.0,479.0,169.0,59.0,533.0195236206055,478.84449195861816,169.45155334472656,59.11375045776367,True,False,False,False
203,2,720.0,466.0,53.0,52.0,718.4686603546143,466.23217964172363,53.337215423583984,52.337215423583984,True,False,False,False
204,1,534.0,479.0,169.0,59.0,533.4160308837891,478.89690589904785,169.32955932617188,59.0830192565918,True,False,False,False
204,2,719.0,465.0,53.0,52.0,718.5356349945068,465.8755702972412,53.24611282348633,52.24611282348633,True,False,False,False
205,1,534.0,479.0,169.0,59.0,533.6882095336914,478.9363784790039,169.2405242919922,59.06059265136719,True,False,False,False
205,2,719.0,464.0,53.0,52.0,718.648042678833,464.7505512237549,53.179622650146484,52.179622650146484,True,False,False,False
206,1,534.0,479.0,169.0,59.0,533.8560104370117,478.96330070495605,169.17555236816406,59.04422378540039,True,False,False,False
206,2,719.0,464.0,53.0,52.0,718.7595252990723,464.1135597229004,53.13109588623047,52.13109588623047,True,False,False,False
207,1,534.0,479.0,169.0,59.0,533.9483871459961,478.9801998138428,169.1281280517578,59.03227615356445,True,False,False,False
207,2,720.0,464.0,53.0,52.0,719.6334953308105,463.81550216674805,53.095680236816406,52.095680236816406,True,False,False,False
208,1,534.0,479.0,169.0,59.0,533.9921264648438,478.98990058898926,169.093505859375,59.023555755615234,True,False,False,False
208,2,721.0,464.0,53.0,52.0,720.8565635681152,463.72329330444336,53.06983184814453,52.06983184814453,True,False,False,False
209,1,534.0,479.0,169.0,59.0,534.0079345703125,478.99500465393066,169.0682373046875,59.01719284057617,True,False,False,False
209,2,721.0,464.0,53.0,52.0,721.3988933563232,463.73803520202637,53.050968170166016,52.050968170166016,True,False,False,False
210,1,534.0,478.0,169.0,59.0,534.0098266601562,478.21388053894043,169.0498046875,59.01254653930664,True,False,False,False
210,2,722.0,465.0,53.0,52.0,722.3269214630127,464.5792407989502,53.03719711303711,52.03719711303711,True,False,False,False
211,1,535.0,479.0,169.0,59.0,534.7898712158203,478.62335205078125,169.03634643554688,59.0091552734375,True,False,False,False
211,2,722.0,466.0,53.0,52.0,722.6495723724365,465.8024044036865,53.02714920043945,52.02714920043945,True,False,False,False
212,1,534.0,479.0,169.0,59.0,534.3768768310547,478.87306213378906,169.02651977539062,59.006683349609375,True,False,False,False
212,2,723.0,463.0,53.0,52.0,723.4346122741699,464.0071830749512,53.019813537597656,52.019813537597656,True,False,False,False
213,1,535.0,478.0,169.0,59.0,534.9076232910156,478.2206439971924,169.01934814453125,59.004878997802734,True,False,False,False
213,2,722.0,464.0,53.0,52.0,722.8920001983643,463.82556343078613,53.014461517333984,52.014461517333984,True,False,False,False
214,1,535.0,478.0,169.0,59.0,535.1495590209961,477.8998622894287,169.0141143798828,59.00355911254883,True,False,False,False
214,2,723.0,462.0,53.0,52.0,723.262788772583,462.21704292297363,53.010555267333984,52.010555267333984,True,False,False,False
215,1,535.0,478.0,169.0,59.0,535.2203140258789,477.78492546081543,169.0102996826172,59.00259780883789,True,False,False,False
215,2,723.0,462.0,53.0,52.0,723.3648014068604,461.4934024810791,53.0077018737793,52.0077018737793,True,False,False,False
216,1,537.0,478.0,169.0,59.0,536.7715072631836,477.78051567077637,169.0075225830078,59.001895904541016,True,False,False,False
216,2,724.0,462.0,53.0,52.0,724.116024017334,461.2918357849121,53.00562286376953,52.00562286376953,True,False,False,False
217,1,537.0,477.0,173.0,60.0,538.4991760253906,477.2968158721924,170.08612060546875,59.271541595458984,True,False,False,False
217,2,721.0,462.0,53.0,52.0,722.0583114624023,461.3519821166992,53.00410461425781,52.00410461425781,True,False,False,False
218,1,538.0,477.0,173.0,60.0,539.8367767333984,477.06505584716797,170.87332153320312,59.46833801269531,True,False,False,False
218,2,722.0,462.0,53.0,52.0,721.7561321258545,461.5102825164795,53.002994537353516,52.002994537353516,True,False,False,False
219,1,537.0,477.0,173.0,60.0,539.3374710083008,476.97825622558594,171.44786071777344,59.611968994140625,True,False,False,False
219,2,721.0,461.0,53.0,52.0,720.8951473236084,460.89398765563965,53.0021858215332,52.0021858215332,True,False,False,False
220,1,538.0,477.0,173.0,60.0,539.5011596679688,476.96380615234375,171.8671875,59.716796875,True,False,False,False
220,2,721.0,461.0,53.0,52.0,720.5533409118652,460.65566635131836,53.00159454345703,52.00159454345703,True,False,False,False
221,1,536.0,477.0,173.0,60.0,537.7466430664062,476.9780731201172,172.1732177734375,59.793304443359375,True,False,False,False
221,2,717.0,458.0,53.0,52.0,717.3667278289795,458.2752056121826,53.001163482666016,52.001163482666016,True,False,False,False
222,1,537.0,476.0,173.0,60.0,537.4690093994141,476.21452713012695,172.39657592773438,59.849143981933594,True,False,False,False
222,2,711.0,456.0,53.0,52.0,711.2458515167236,455.647310256958,53.000850677490234,52.000850677490234,True,False,False,False
223,1,538.0,474.0,173.0,60.0,538.0666351318359,474.28820419311523,172.55960083007812,59.88990020751953,True,False,False,False
223,2,706.0,453.0,53.0,52.0,704.6954898834229,452.2605228424072,53.0006217956543,52.0006217956543,True,False,False,False
224,1,539.0,474.0,173.0,60.0,539.108772277832,473.42137336730957,172.67857360839844,59.91964340209961,True,False,False,False
224,2,707.0,454.0,53.0,52.0,702.9835376739502,451.7671070098877,53.00045394897461,52.00045394897461,True,False,False,False
225,1,540.0,474.0,173.0,60.0,540.3242645263672,473.17821884155273,172.76541137695312,59.94135284423828,True,False,False,False
225,2,706.0,453.0,53.0,52.0,702.3026905059814,451.2340564727783,53.00033187866211,52.00033187866211,True,False,False,False
226,1,539.0,472.0,173.0,60.0,539.9976577758789,471.68003273010254,172.8287811279297,59.95719528198242,True,False,False,False
226,2,706.0,453.0,53.0,52.0,702.7749042510986,451.37185859680176,53.000240325927734,52.000240325927734,True,False,False,False
227,1,540.0,472.0,173.0,60.0,540.4462738037109,471.1156883239746,172.87503051757812,59.96875762939453,True,False,False,False
227,2,700.0,451.0,53.0,52.0,698.9353370666504,450.19736099243164,53.00017547607422,52.00017547607422,True,False,False,False
228,1,539.0,472.0,173.0,60.0,539.7660598754883,471.06065559387207,172.90879821777344,59.97719955444336,True,False,False,False
228,2,697.0,450.0,53.0,52.0,695.183650970459,449.0832176208496,53.00012969970703,52.00012969970703,True,False,False,False
